,address,price,Latitude,Longitude
2266,200 trealout dr. apt #1,925.0,,
2267,200 trealout dr. apt #1,925.0,,
2268,200 trealout dr. apt #1,970.0,,
2270,1984 traver rd,1489.0,,
2272,155 lake village dr,1406.0,,
2273,140 lauff drive,970.0,,
2281,210 w. shawnee st.,725.0,,
2282,101 lake village,1587.0,,
2283,2501 keystone ln,1035.0,,
2284,2501 keystone ln,1035.0,,
2285,109  e. ann,1675.0,,
2286,2501 keystone ln,1035.0,,
2287,2501 keystone ln,1035.0,,
2288,1984 traver rd,1219.0,,
2293,554 s 5th ave,1499.0,,
2294,2973 w. clark rd,999.0,,
2296,101 lake village,1488.0,,
2297,2960 international drive,889.0,,
2298,324 e jefferson st,1025.0,,
2299,728 s main st,1645.0,,
2300,1000 w huron st,1250.0,,
2301,527 s 4th ave,1845.0,,
2302,2960 international dr.,959.0,,
2303,3100 s. winter st.,825.0,,
2306,2201 glencoe hills drive,929.0,,
2308,275 harbor way,1399.0,,
2311,275 harbor way,1449.0,,
2312,275 harbor way,1499.0,,
2315,1751 cass lake front st,950.0,,
2316,27883 independence st,925.0,,
2317,2960 international drive,979.0,,
2318,101 lake village,1406.0,,
2319,212 east william,1660.0,,
2321,1980 pauline boulevard,1189.0,,
2323,140 lauff drive,1040.0,,
2324,214 south hewitt,950.0,,
2325,214 south hewitt,860.0,,
2326,214 s hewitt rd,860.0,,
2327,1332 geddes,900.0,,
2330,212 stevens drive,918.0,,
2331,3400 nixon rd,2747.0,,
2332,3400 nixon rd,2100.0,,
2333,2201 glencoe hills drive,929.0,,
2334,3400 nixon rd,2000.0,,
2335,3400 nixon rd,1582.0,,
2336,3400 nixon rd,1476.0,,
2337,3400 nixon rd,1511.0,,
2339,1901 pointe lane,1190.0,,
2341,140 lauff drive,970.0,,
2342,324 e jefferson st,1745.0,,
2344,212 stevens drive,818.0,,
2345,212 stevens drive,818.0,,
2346,212 stevens drive,918.0,,
2347,212 stevens drive,818.0,,
2348,1863 collins ct.,999.0,,
2349,1840 collins ct,999.0,,
2350,1837 davis st.,999.0,,
2351,2044 mcdivitt ct.,1364.0,,
2355,921 rickett rd,1995.0,,
2357,3520 charter pl,3000.0,,
2361,603 e. huron street,999.0,,
2362,2820 windwood,1483.0,,
2363,2820 windwood,1483.0,,
2364,2820 windwood,1644.0,,
2365,808 westwood,950.0,,
2369,2820 windwood,1675.0,,
2370,2820 windwood,1675.0,,
2371,306 highlake,1550.0,,
2378,2820 windwood,1644.0,,
2381,2201 glencoe hills drive,929.0,,
2386,2960 international drive,989.0,,
2388,2960 international drive,889.0,,
2389,2820 windwood,1675.0,,
2390,3100 s. winter st.,825.0,,
2391,2820 windwood,1483.0,,
2393,275 harbor way,1399.0,,
2395,2820 windwood,1644.0,,
2396,22250 swan rd,812.0,,
2397,3100 s. winter st.,725.0,,
2398,1863 collins ct.,999.0,,
2399,1840 collins ct,999.0,,
2400,2201 glencoe hills drive,929.0,,
2401,1837 davis st.,999.0,,
2403,2044 mcdivitt ct.,1364.0,,
2404,2820 windwood,1644.0,,
2405,2960 international drive,889.0,,
2408,1315 oak valley drive,1345.0,,
2409,1984 traver rd,1489.0,,
2410,1984 traver road,1219.0,,
2411,16700 quarry,810.0,,
2412,1355 s. winter st.,775.0,,
2413,1984 traver rd,1219.0,,
2415,2820 windwood,1487.0,,
2416,101 lake village,1338.0,,
2418,2960 international drive,979.0,,
2419,2960 international drive,969.0,,
2422,3100 s. winter st.,725.0,,
2423,2960 international drive,849.0,,
2424,2501 keystone ln,1035.0,,
2425,2501 keystone ln,1035.0,,
2426,2501 keystone ln,1035.0,,
2427,2501 keystone ln,1035.0,,
2431,101 lake village,1587.0,,
2433,101 lake village,1488.0,,
2434,2820 windwood,1644.0,,
2436,2224 golfside drive,989.0,,
2437,2224 golfside drive,1076.0,,
2438,727 e kingsley st,1795.0,,
2439,520 n ashley st,1325.0,,
2440,520 n ashley st,1395.0,,
2441,727 e kingsley st,1795.0,,
2442,212 stevens drive,818.0,,
2443,1984 traver road,1219.0,,
2444,101 lake village,1338.0,,
2445,2960 international drive,889.0,,
2446,275 harbor way,1499.0,,
2447,518 e william st,2395.0,,
2448,512 n ashley st,1295.0,,
2449,140 lauff drive,970.0,,
2450,2820 windwood,1675.0,,
2451,1980 pauline boulevard,1189.0,,
2452,518 e william st,1670.0,,
2455,201 e madison st,3345.0,,
2456,414 s division st,1295.0,,
2457,140 lauff drive,1040.0,,
2458,101 lake village,1534.0,,
2459,122 glendale drive,1700.0,,
2461,2960 birch hallow dr.,1009.0,,
2462,140 lauff drive,980.0,,
2463,275 harbor way,1399.0,,
2464,2820 windwood,1644.0,,
2465,518 e william st,1740.0,,
2466,3089 woodland hills dr,1249.0,,
2467,727 e kingsley st,1795.0,,
2468,1863 collins ct.,999.0,,
2469,1840 collins ct,999.0,,
2470,1837 davis st.,999.0,,
2471,508 hill st,4595.0,,
2472,2044 mcdivitt ct.,1364.0,,
2473,2960 international drive,889.0,,
2474,1000 north huron river drive,549.0,,
2475,1984 traver rd,1219.0,,
2476,4854 washtenaw ave,1095.0,,
2477,2973 west clark rd,2299.0,,
2478,1355 s. winter st.,775.0,,
2479,3089 woodland hills dr,1269.0,,
2485,101 lake village,1585.0,,
2486,2820 windwood,1644.0,,
2487,4854 washtenaw ave,890.0,,
2488,553 s 4th ave,1195.0,,
2489,520 n ashley st,1395.0,,
2490,520 n ashley st,1325.0,,
2491,2501 keystone lane,1035.0,,
2493,113 s washington st,600.0,,
2494,512 n ashley st,1295.0,,
2495,4685 hunt club dr,1550.0,,
2496,4685 hunt club dr.,1134.0,,
2498,4685 hunt club dr.,1276.0,,
2500,527 s 4th ave,1845.0,,
2502,2502 packard st.,1979.0,,
2503,5800 benson dr,1249.0,,
2504,1984 traver rd,1419.0,,
2505,2501 keystone lane,1035.0,,
2507,554 s 5th ave,1045.0,,
2508,2502 packard st.,1709.0,,
2509,1315 oak valley dr,1345.0,,
2510,2820 windwood,1675.0,,
2511,825 tappan ave,1345.0,,
2512,4854 washtenaw ave,1095.0,,
2515,3089 woodland hills dr,1269.0,,
2516,275 harbor way,1399.0,,
2517,2960 birch hallow dr.,1179.0,,
2518,212 stevens drive,818.0,,
2519,1714 meadow woods blvd.,1015.0,,
2520,1000 w huron st,1250.0,,
2522,1980 pauline boulevard,1029.0,,
2523,3100 s. winter st.,725.0,,
2524,2960 international drive,959.0,,
2525,908 sybil st,1595.0,,
2526,625 south forest,1850.0,,
2527,1315 oak valley dr,1321.0,,
2528,2960 international drive,969.0,,
2529,2960 international drive,999.0,,
2530,49000 denton road,1298.0,,
2531,49000 denton road,878.0,,
2532,728 s main st,1395.0,,
2533,101 lake village,1411.0,,
2534,3089 woodland hills dr,1269.0,,
2536,22250 swan rd,820.0,,
2537,212 stevens drive,818.0,,
2538,212 stevens drive,918.0,,
2539,728 s main st,1645.0,,
2540,212 stevens drive,918.0,,
2541,212 stevens drive,918.0,,
2543,2820 windwood,1483.0,,
2545,2960 international drive,849.0,,
2546,554 s 5th ave,1499.0,,
2547,140 helle blvd,995.0,,
2548,1984 traver rd,1219.0,,
2549,49000 denton road,828.0,,
2550,508 hill st,1325.0,,
2551,2960 international dr.,989.0,,
2552,2960 international dr.,839.0,,
2553,518 e william st,3995.0,,
2554,518 e william st,2395.0,,
2556,2985 gady rd,900.0,,
2557,2501 keystone lane,1035.0,,
2558,2501 keystone,1035.0,,
2559,825 tappan ave,1595.0,,
2560,3400 nixon rd,2774.0,,
2561,3400 nixon rd,2100.0,,
2562,140 lauff drive,970.0,,
2563,3400 nixon rd,2000.0,,
2564,212 stevens drive,818.0,,
2565,3400 nixon rd,1582.0,,
2566,212 stevens drive,918.0,,
2567,3400 nixon rd,1476.0,,
2568,3400 nixon rd,1511.0,,
2569,101 lake village,1290.0,,
2570,414 s division st,1295.0,,
2571,2224 golfside drive,898.0,,
2572,2020 arbor circle east,1449.0,,
2573,2020 arbor circle east,1099.0,,
2574,2020 arbor circle east,1449.0,,
2575,2020 arbor circle east,1279.0,,
2576,2820 windwood,1644.0,,
2577,2020 arbor circle east,1099.0,,
2578,2020 arbor circle east,1099.0,,
2579,2020 arbor circle east,1279.0,,
2580,2020 arbor circle east,1449.0,,
2581,908 sybil st,1595.0,,
2582,1315 oak valley dr,1198.0,,
2584,518 e william st,1670.0,,
2585,1863 collins ct.,999.0,,
2586,1840 collins ct,999.0,,
2587,1837 davis st.,999.0,,
2588,727 e kingsley st,1645.0,,
2589,2044 mcdivitt ct.,1364.0,,
2595,1000 w huron st,1250.0,,
2596,2700 hannah blvd,704.0,,
2601,2224 golfside drive,1029.0,,
2603,2224 golfside drive,898.0,,
2604,2224 golfside drive,1029.0,,
2605,2224 golfside drive,898.0,,
2606,436 fifth st.,2150.0,,
2607,1355 s. winter st.,775.0,,
2608,101 lake village,1583.0,,
2609,140 lauff drive,970.0,,
2610,101 lake village,1480.0,,
2611,3100 s. winter st.,805.0,,
2614,955 sumpter road,1100.0,,
2616,101 lake village,1408.0,,
2617,2501 keystone ln,1035.0,,
2618,2501 keystone ln,1035.0,,
2619,275 harbor way,1399.0,,
2620,140 lauff drive,970.0,,
2621,2224 golfside drive,1029.0,,
2622,140 lauff drive,1040.0,,
2624,140 helle blvd,965.0,,
2625,2976 cascade drive,890.0,,
2626,2976 cascade drive,890.0,,
2631,3400 nixon rd,2100.0,,
2632,3400 nixon rd,2774.0,,
2633,1450 chestnut dr.,860.0,,
2634,3400 nixon rd,2000.0,,
2635,5776 staghorn,1600.0,,
2636,3400 nixon rd,1582.0,,
2637,3400 nixon rd,1476.0,,
2638,1863 collins ct.,999.0,,
2639,3400 nixon rd,1511.0,,
2640,1840 collins ct,999.0,,
2641,1837 davis st.,999.0,,
2642,2044 mcdivitt ct.,1364.0,,
2643,1860 n maple rd,1000.0,,
2644,1860 n maple rd,1100.0,,
2646,2973 west clark rd.,1374.0,,
2647,2705 barclay way,1700.0,,
2648,101 lake village,1581.0,,
2649,1984 traver road,1219.0,,
2650,2820 windwood,1644.0,,
2654,2960 international drive,849.0,,
2656,2973 west clark,2509.0,,
2657,2501 keystone ln,1035.0,,
2658,2501 keystone ln,1035.0,,
2659,2501 keystone ln,820.0,,
2660,2501 keystone ln,820.0,,
2661,275 harbor way,1499.0,,
2663,101 lake village,1480.0,,
2665,2820 windwood,1675.0,,
2666,221 n. normal #c5,1400.0,,
2668,1505 natalie lane,1170.0,,
2669,140 helle blvd,945.0,,
2670,1984 traver rd,1219.0,,
2671,140 lauff drive,1040.0,,
2674,2820 windwood,1525.0,,
2675,101 lake village drive,1408.0,,
2676,221 n. normal,945.0,,
2678,1505 natalie lane,1380.0,,
2679,221 n. normal,945.0,,
2681,275 harbor way,1399.0,,
2682,3400 nixon rd,2774.0,,
2683,3400 nixon rd,2100.0,,
2684,3400 nixon rd,2000.0,,
2686,3400 nixon rd,1582.0,,
2688,3400 nixon rd,1476.0,,
2691,140 lauff drive,970.0,,
2692,275 harbor way,1885.0,,
2693,3400 nixon rd,1511.0,,
2694,212 stevens drive,818.0,,
2695,212 stevens drive,918.0,,
2696,212 stevens drive,818.0,,
2697,212 stevens drive,818.0,,
2698,212 stevens drive,918.0,,
2699,212 stevens drive,918.0,,
2700,212 stevens drive,818.0,,
2701,212 stevens drive,818.0,,
2702,212 stevens drive,918.0,,
2703,212 stevens drive,918.0,,
2704,1840 collins ct,999.0,,
2705,101 lake village,1005.0,,
2706,2820 windwood,1644.0,,
2707,1837 davis st.,999.0,,
2711,2044 mcdivitt ct.,1364.0,,
2721,4854 washtenaw ave,1155.0,,
2722,4854 washtenaw ave,1140.0,,
2723,4854 washtenaw ave,1155.0,,
2724,4854 washtenaw ave,1155.0,,
2725,2820 windwood,1504.0,,
2726,2167 medford road,1265.0,,
2728,2502 packard st.,1448.0,,
2730,2820 windwood,1675.0,,
2737,2820 windwood,1504.0,,
2741,3100 s. winter st.,805.0,,
2745,2820 windwood,1644.0,,
2746,1355 s. winter st.,775.0,,
2747,275 harbor way,1399.0,,
2751,1875 lake lila lane,1398.0,,
2752,2820 windwood,1644.0,,
2753,9275 brookside,1050.0,,
2754,1984 traver rd,1489.0,,
2755,2911 bynan dr.,959.0,,
2756,955 sumpter road,1100.0,,
2758,1245 astor ave,1591.0,,
2760,2820 windwood,1504.0,,
2762,1103 s. latson rd,999.0,,
2763,2501 keystone ln,820.0,,
2764,2501 keystone ln,820.0,,
2765,2501 keystone ln,1035.0,,
2766,2501 keystone ln,1035.0,,
2768,501 detroit st.,3395.0,,
2769,1984 traver road,1219.0,,
2770,2820 windwood,1644.0,,
2771,1837 davis st.,999.0,,
2772,2044 mcdivitt ct.,1364.0,,
2773,1863 collins ct.,999.0,,
2774,1944 borman ct.,1099.0,,
2775,1840 collins ct,999.0,,
2777,1751 cass lake front st,950.0,,
2778,27883 independence st,925.0,,
2782,140 lauff drive,970.0,,
2787,1245 astor avenue,1650.0,,
2790,1245 astor ave,1501.0,,
2793,3100 s. winter st.,825.0,,
2798,1837 davis st.,999.0,,
2800,1245 astor avenue,1593.0,,
2805,1670 lake drive,819.0,,
2806,825 tappan ave,1495.0,,
2807,2044 mcdivitt ct.,1364.0,,
2808,825 tappan ave,1045.0,,
2809,1863 collins ct.,999.0,,
2810,1944 borman ct.,1099.0,,
2811,1840 collins ct,999.0,,
2812,24 s. normal st,950.0,,
2815,955 sumpter road,1100.0,,
2816,4685 hunt club dr,1300.0,,
2817,275 harbor way,1399.0,,
2819,1984 traver road,1219.0,,
2820,527 s 4th ave,1295.0,,
2821,1450 chestnut dr.,860.0,,
2822,4685 hunt club dr,1400.0,,
2824,4685 hunt club dr,1550.0,,
2827,1014 church st,1595.0,,
2828,1984 traver rd,1369.0,,
2829,727 e kingsley st,1795.0,,
2830,5600 fordham circle,1155.0,,
2831,520 n ashley st,1395.0,,
2832,518 e william st,2395.0,,
2833,825 tappan ave,1595.0,,
2834,324 e jefferson st,1345.0,,
2835,2820 windwood,1675.0,,
2836,553 s 4th ave,1195.0,,
2838,415 s revena blvd,1700.0,,
2841,825 tappan ave,1595.0,,
2842,275 harbor way,1399.0,,
2843,324 e jefferson st,1345.0,,
2844,205 s state st,2245.0,,
2845,1550 brookfield,1589.0,,
2846,1984 traver road,1469.0,,
2847,1751 cass lake front st,950.0,,
2848,414 s division st,1295.0,,
2849,553 s 4th ave,1145.0,,
2854,2820 windwood,1483.0,,
2856,3000 signature blvd.,1350.0,,
2857,518 e william st,1780.0,,
2858,1984 traver rd,1489.0,,
2859,1714 meadow woods blvd.,1015.0,,
2860,1245 astor ave,1591.0,,
2861,1980 pauline boulevard,1189.0,,
2862,867 n maple.,1725.0,,
2865,324 e jefferson st,1345.0,,
2866,1980 pauline boulevard,1029.0,,
2867,140 lauff drive,1040.0,,
2869,3400 nixon rd,2774.0,,
2870,401 s. highlander way,878.0,,
2871,3400 nixon rd,2195.0,,
2872,3400 nixon rd,1995.0,,
2873,3400 nixon rd,1582.0,,
2874,2201 glencoe hills drive,959.0,,
2875,3400 nixon rd,1476.0,,
2879,324 e jefferson st,1025.0,,
2881,3400 nixon rd,1511.0,,
2882,1550 brookfield,1579.0,,
2883,1550 brookfield,1499.0,,
2884,1245 astor avenue,1599.0,,
2885,2820 windwood,1644.0,,
2888,1984 traver road,1219.0,,
2889,518 e william st,3795.0,,
2891,1245 astor avenue,1968.0,,
2892,1245 astor ave,1365.0,,
2893,324 e jefferson st,1745.0,,
2894,3265 boardwalk,1530.0,,
2895,821 fountain street,1800.0,,
2900,1315 oak valley dr,1345.0,,
2901,3000 signature blvd,1618.0,,
2903,2820 windwood,1644.0,,
2905,800 fuller st,1340.0,,
2906,2820 windwood,1675.0,,
2908,1670 lake drive,867.0,,
2909,1315 oak valley dr,1321.0,,
2910,140 lauff drive,970.0,,
2911,2501 keystone lane,1035.0,,
2912,401 s. highlander way,878.0,,
2913,2501 keystone lane,820.0,,
2916,2820 windwood,1483.0,,
2917,200 trelaout dr. apt #1,925.0,,
2918,200 trealout dr. apt #1,925.0,,
2920,7636 oliver street,1400.0,,
2921,1514 ottawa,2450.0,,
2922,4854 washtenaw ave,1140.0,,
2923,1315 oak valley drive,1198.0,,
2924,4854 washtenaw ave,1155.0,,
2925,4854 washtenaw ave,1120.0,,
2926,2820 windwood,1644.0,,
2930,201 s. first st.,2485.0,,
2932,2820 windwood,1675.0,,
2935,2501 keystone ln,820.0,,
2937,2501 keystone ln,820.0,,
2938,2501 keystone ln,1035.0,,
2939,2501 keystone ln,1035.0,,
2940,3998 audrey rae ln.,1205.0,,
2941,1245 astor ave,1968.0,,
2942,955 sumpter road,1100.0,,
2946,518 e william st,1670.0,,
2947,2835 roundtree blvd,1029.0,,
2949,2960 international drive,1079.0,,
2960,2820 windwood,1489.0,,
2961,4854 washtenaw ave,1235.0,,
2963,5800 benson dr,819.0,,
2964,5800 benson dr,819.0,,
2970,603 e. huron street,1049.0,,
2971,603 e. huron street,1049.0,,
2975,5800 benson dr,819.0,,
2976,5800 benson dr,1067.0,,
2977,5800 benson dr,1067.0,,
2978,5800 benson dr,1067.0,,
2980,5800 benson dr,1067.0,,
2981,520 n ashley st,1395.0,,
2982,5800 benson dr,819.0,,
2983,512 n ashley st,1295.0,,
2984,2835 roundtree blvd,929.0,,
2985,2820 windwood,1644.0,,
2986,553 s 4th ave,1145.0,,
2987,600 hidden valley club drive,1450.0,,
2990,2709 n spurway dr,3300.0,,
2991,1777 plymouth rd,1625.0,,
2992,908 sybil st,1625.0,,
2993,333 packard st,1075.0,,
2994,513 krause st,1900.0,,
2995,555 e william st unit 10e,1500.0,,
2996,2918 signature blvd,1900.0,,
2997,3447 cummings dr,700.0,,
3005,306 thompson st,935.0,,
3006,536 s 4th ave,1095.0,,
3007,536 s 4th ave,1425.0,,
3008,536 s 4th ave,1895.0,,
3009,536 s 4th ave,1095.0,,
3010,536 s 4th ave,1425.0,,
3011,536 s 4th ave,1895.0,,
3012,722 e kingsley st,4650.0,,
3013,736 packard st,1050.0,,
3015,"3 br, 1 bath triplex - 1003 packard st unit a",2100.0,,
3016,411 n ingalls st,3950.0,,
3017,111 n ashley st,2200.0,,
3018,"1 br, 1 bath house - 1309 s state st unit 5",1055.0,,
3019,1103 w huron st,1365.0,,
3020,919 addington ln,1650.0,,
3021,701 catherine st,5750.0,,
3022,"1 br, 1 bath house - 311 1/2 s 5th ave unit 1",1195.0,,
3023,1015 church st,1095.0,,
3024,524 s 4th ave,3600.0,,
3025,2041-2047 jackson ave,1150.0,,
3026,645 n 4th ave,2195.0,,
3028,"5 br, 3.5 bath house - 502 catherine st",4900.0,,
3029,"1 br, 1 bath house - 1303 granger ave # 5 # 5",1330.0,,
3030,1321 wilmot st,1140.0,,
3031,1039 baldwin ave,700.0,,
3032,"1 br, 1 bath apartment - 732 s forest ave #5",1105.0,,
3033,1619 s university ave,7900.0,,
3038,111 n ashley st,2600.0,,
3039,604 w washington st,1075.0,,
3041,812 pauline blvd,1700.0,,
3042,401 w hoover ave,1925.0,,
3043,418 e washington st,1475.0,,
3044,"2 br, 1 bath  - 1015 packard st apt 3",1500.0,,
3046,1127 church st,2100.0,,
3047,"4 br, 2 bath house - 931 dewey ave 931 dewey",900.0,,
3049,1151 freesia ct unit 1151,2450.0,,
3050,"4 br, 2 bath  - 403 n state st # 1",3300.0,,
3051,929 s division st,1005.0,,
3052,1508 chapleau dr,2200.0,,
3061,1473 addington ln,1500.0,,
3062,3118 tiger lily ct,2600.0,,
3063,555 e william st,1650.0,,
3064,917 packard st,1720.0,,
3065,1039 baldwin ave,1150.0,,
3066,"1 br, 1 bath apartment - 732 s forest ave #2",1425.0,,
3067,517 s 4th ave,4600.0,,
3068,1039 baldwin ave,3250.0,,
3069,1015 church st,1010.0,,
3070,521 walnut st,1200.0,,
3071,1400 morton ave,1500.0,,
3072,214 n 5th ave,4100.0,,
3073,1015 church st,1170.0,,
3074,2903 n knightsbridge cir,2300.0,,
3075,1701 broadview ln,1150.0,,
3076,1301 millbrook trail,1500.0,,
3077,527 virginia ave unit 1,2250.0,,
3090,"5 br, 2 bath house - 504 lawrence st # 2",4000.0,,
3091,618 packard st,1325.0,,
3092,"4 br, 2 bath  - 1540 packard st #2",2300.0,,
3093,426 s division st,955.0,,
3094,410 n state st,960.0,,
3095,1503 chapleau dr,2100.0,,
3096,"6 br, 2 bath house - 341 payeur road 1-6",850.0,,
3097,533 elizabeth st,715.0,,
3110,3324 bluett rd,2750.0,,
3111,8 downing ct,1500.0,,
3112,"2 br, 1 bath apartment - 723 w madison st",1565.0,,
3113,"6 br, 2 bath  - 1121 church st 1121 church",4000.0,,
3114,"4 br, 2 bath  - 208 w ann st # 1 208 w ann #1",3600.0,,
3115,"1 br, 1 bath apartment - 317 e ann st apt. #2",960.0,,
3116,801 w madison st,1375.0,,
3117,"1 br, 1 bath apartment - 311 thompson st #2",995.0,,
3118,1803 hill st,5500.0,,
3119,2547 page ave,2200.0,,
3120,3433 plymouth rd,1950.0,,
3121,1012 pontiac trail unit 5,2450.0,,
3122,110 hill st,1225.0,,
3129,1109 elder blvd,1395.0,,
3140,"2 br, 1 bath  - 923 s 7th st #4 - renovated",1550.0,,
3141,"3 br, 2 bath house - 930 mary st",3000.0,,
3142,848 tappan ave,1365.0,,
3143,1109 freesia ct unit entire,3200.0,,
3144,1600 packard st,1600.0,,
3145,5965 quebec ave,2200.0,,
3146,225 briarcrest dr unit 201,1390.0,,
3147,1919 dexter ave,2450.0,,
3148,2310 pinecrest ave,1700.0,,
3149,"2 br, 1 bath apartment - 712 w huron st",1500.0,,
3150,"1 br, 1 bath  - 333 s division st apt 1 #1",1350.0,,
3151,"5 br, 2 bath  - 1000 e ann st apt 5 #5",4000.0,,
3152,114 n division st,815.0,,
3153,1001 s forest ave,1820.0,,
3154,"4 br, 2 bath  - 500 packard st apt 3 #3",3800.0,,
3155,4368 pine ridge ct,2000.0,,
3156,20 harvard pl,2900.0,,
3157,1777 plymouth rd,1595.0,,
3158,"2 br, 1 bath house - 117 n thayer st apt 4",1850.0,,
3159,555 e william st unit 22jk,2900.0,,
3160,"1 br, 1 bath apartment - 903 mary 3",1045.0,,
3161,1647 franklin st,1900.0,,
3162,"6 br, 2 bath house - 508 packard st",4350.0,,
3163,"2 br, 2 bath house - 1307 s state st unit #2",2200.0,,
3164,218 w kingsley st,2400.0,,
3165,"2 br, 1 bath triplex - 1514 golden ave unit 1",1600.0,,
3166,917 s main st,4225.0,,
3167,731 packard st,1095.0,,
3168,1540 siller terrace,1295.0,,
3169,410 n 1st st,4950.0,,
3170,411 n ingalls st,1175.0,,
3171,2381 parkwood ave unit 205,1500.0,,
3172,1821 coronada dr,2000.0,,
3173,1701 broadview ln,1550.0,,
3174,"4 br, 2 bath house - 106 depot st",3000.0,,
3175,2741 barclay way,1900.0,,
3176,829 tappan ave,1735.0,,
3177,2505 miller ave,1550.0,,
3178,"4 br, 1 bath house - 800 sylvan ave",3000.0,,
3179,417 montgomery ave,1700.0,,
3194,555 e william st unit 3d,1650.0,,
3195,"3 br, 1 bath house - 7 kilbrennan ct",1700.0,,
3196,311 s division st,830.0,,
3197,"1 br, 1 bath apartment - 624 packard #6 -",1345.0,,
3198,"3 br, 1 bath apartment - 205 n division st #3",2875.0,,
3199,5071 plymouth rd,1800.0,,
3200,907 e huron st,2995.0,,
3202,332 e william st unit 98,1225.0,,
3203,441 s first,1425.0,,
3204,441 s first,1125.0,,
3205,441 s first,1612.5,,
3206,441 s first,2210.0,,
3207,441 s first,1125.0,,
3208,441 s first,1425.0,,
3209,441 s first,1612.5,,
3210,441 s first,2210.0,,
3259,213 s 4th ave unit 2b,2395.0,,
3260,1113 elder blvd,1100.0,,
3261,727 e kingsley st,1720.0,,
3262,306 beakes st,2300.0,,
3291,350 thompson st,1500.0,,
3292,1253 island dr,1500.0,,
3293,418 e washington st,1450.0,,
3294,324 thompson st,925.0,,
3295,609 liberty pointe dr,2100.0,,
3296,908 oakland ave unit apt 302,1350.0,,
3297,1114 prospect st,4500.0,,
3298,2756 s knightsbridge cir,1600.0,,
3299,"2 br, 1.5 bath house - 221 n 1st st",1900.0,,
3300,"1 br, 1 bath apartment - 824 mckinley ave",1400.0,,
3301,"6 br, 3 bath house - 508 lawrence st apt 3",3900.0,,
3302,2790 s knightsbridge cir,1600.0,,
3303,5653 arbor chase dr,2000.0,,
3304,741 packard st,850.0,,
3305,544 n state st,4250.0,,
3306,117 w oakbrook dr,1975.0,,
3307,"1 br, 1 bath apartment - 322 n. state 100",1205.0,,
3309,"6 br, 2 bath house - 502 elm st",5895.0,,
3316,"6 br, 2 bath house - 426 hill st",4500.0,,
3317,"1 br, 1 bath  - 1223 hill st apt. #5",1010.0,,
3318,127 n state st,1130.0,,
3328,333 packard st,1015.0,,
3329,301 scio village ct,1890.0,,
3342,1815 hiawatha pl,1800.0,,
3343,526 packard st,1820.0,,
3344,311 s division st,855.0,,
3345,1127 church st,1175.0,,
3346,"1 br, 1 bath apartment - 618 packard #1 -",1345.0,,
3347,418 e washington st,2100.0,,
3368,5752 villa france ave,2400.0,,
